auROC	log2(auPRC/prior)	log2(P@r10/prior)	log2(P@r20/prior)	log2(P@r50/prior)	R@r10	R@r20	R@r50
0.8054342356848143	1.3977841607781503	1.3796793246860646	1.3796793246860646	1.9157322249262738	0.042105263157894736	0.08421052631578947	0.30526315789473685
