auROC	log2(auPRC/prior)	log2(P@r10/prior)	log2(P@r20/prior)	log2(P@r50/prior)	R@r10	R@r20	R@r50
0.5	0.0	0.3263603412026233	0.9113228419237792	1.0044322463152608	0.019230769230769232	0.057692307692307696	0.15384615384615385
