auROC	log2(auPRC/prior)	log2(P@r10/prior)	log2(P@r20/prior)	log2(P@r50/prior)	R@r10	R@r20	R@r50
0.8273131354416798	1.809582940262203	2.3755091350922064	2.2930469749002333	2.16905825762478	0.08108108108108109	0.15315315315315314	0.35135135135135137
