auROC	log2(auPRC/prior)	log2(P@r10/prior)	log2(P@r20/prior)	log2(P@r50/prior)	R@r10	R@r20	R@r50
0.8967685968336586	1.9199643178538814	2.039662812259135	2.2323078902015308	2.158307308757754	0.08045977011494253	0.1839080459770115	0.4367816091954023
