auROC	log2(auPRC/prior)	log2(P@r10/prior)	log2(P@r20/prior)	log2(P@r50/prior)	R@r10	R@r20	R@r50
0.7588423579621233	1.0526569928774683	1.7823571053478744	1.7823571053478744	1.460429010460512	0.05521472392638037	0.11042944785276074	0.22085889570552147
