auROC	log2(auPRC/prior)	log2(P@r10/prior)	log2(P@r20/prior)	log2(P@r50/prior)	R@r10	R@r20	R@r50
0.8432495727577695	2.254455033991049	3.0946791069813004	2.732109027596592	2.3577135128150943	0.14754098360655737	0.22950819672131148	0.4426229508196721
