auROC	log2(auPRC/prior)	log2(P@r10/prior)	log2(P@r20/prior)	log2(P@r50/prior)	R@r10	R@r20	R@r50
0.8992393921515476	1.9304294019872066	2.2885694979409315	2.2885694979409315	2.0061697672402063	0.07563025210084033	0.15126050420168066	0.31092436974789917
