auROC	log2(auPRC/prior)	log2(P@r10/prior)	log2(P@r20/prior)	log2(P@r50/prior)	R@r10	R@r20	R@r50
0.6400566411781365	0.16932060396811105	0.15577343917365202	0.15577343917365202	-0.05067743829377416	0.009345794392523364	0.018691588785046728	0.040498442367601244
