auROC	log2(auPRC/prior)	log2(P@r10/prior)	log2(P@r20/prior)	log2(P@r50/prior)	R@r10	R@r20	R@r50
0.7814678899082569	2.460387656120217	3.4982508675278257	3.3056057895854294	1.9836776946980672	0.2	0.35	0.35
