auROC	log2(auPRC/prior)	log2(P@r10/prior)	log2(P@r20/prior)	log2(P@r50/prior)	R@r10	R@r20	R@r50
0.7061801615356302	0.41866413915233314	0.8027085572012391	0.8027085572012391	0.7438148681476706	0.01607717041800643	0.03215434083601286	0.07717041800643087
