auROC	log2(auPRC/prior)	log2(P@r10/prior)	log2(P@r20/prior)	log2(P@r50/prior)	R@r10	R@r20	R@r50
0.8389610389610389	3.1866492154178085	4.067810783789621	3.2902032051260695	2.745882688902259	0.3	0.35	0.6
