auROC	log2(auPRC/prior)	log2(P@r10/prior)	log2(P@r20/prior)	log2(P@r50/prior)	R@r10	R@r20	R@r50
0.7450980392156863	3.7521815209767846	4.175258445745353	3.660685272915595	2.338757178028233	0.3333333333333333	0.4666666666666667	0.4666666666666667
