auROC	log2(auPRC/prior)	log2(P@r10/prior)	log2(P@r20/prior)	log2(P@r50/prior)	R@r10	R@r20	R@r50
0.7138719811505989	0.6842411645226583	0.5383124074223349	0.8602405023096973	0.9712718146984413	0.022727272727272728	0.056818181818181816	0.1534090909090909
