auROC	log2(auPRC/prior)	log2(P@r10/prior)	log2(P@r20/prior)	log2(P@r50/prior)	R@r10	R@r20	R@r50
0.8733885819521179	4.160103705479139	4.389738878676984	3.97470137939814	2.9422799017057626	0.375	0.5625	0.6875
