auROC	log2(auPRC/prior)	log2(P@r10/prior)	log2(P@r20/prior)	log2(P@r50/prior)	R@r10	R@r20	R@r50
0.9073220064724918	2.754075167492111	3.037455438529315	3.1369911120802296	2.7661534167119206	0.14583333333333334	0.3125	0.6041666666666666
