auROC	log2(auPRC/prior)	log2(P@r10/prior)	log2(P@r20/prior)	log2(P@r50/prior)	R@r10	R@r20	R@r50
0.8166793519625966	1.938496816570164	1.714730375691486	2.2996928764126423	1.714730375691486	0.058823529411764705	0.17647058823529413	0.29411764705882354
