auROC	log2(auPRC/prior)	log2(P@r10/prior)	log2(P@r20/prior)	log2(P@r50/prior)	R@r10	R@r20	R@r50
0.6921699854030681	0.6596345798294508	1.0919224894410393	1.1699250014423124	1.0595010117486616	0.022556390977443608	0.047619047619047616	0.11027568922305764
